Longitude,Latitude,Town,Location,StartDate,StartTime,EndDate,EndTime,Crime,CrimeType
80.638029,7.34366,Egodagama,,2020-12-23,16:00,2021-01-06,,"Entering a house and stealing 68,000 worth of property",Burglary
80.61142,7.321026,Senarathgama,,2021-01-14,15:45,2021-01-15,6:30,"Breaking into a house and stealing property worth 1,000",Burglary
80.638029,7.34366,Udathalawinna,,2021-01-14,19:30,2021-01-15,7:00,"Breaking into a house and stealing property worth 25,000",Burglary
80.585494,7.328943,Nugawela,Bus Depot,2020-09-16,,,,Abducting and raping a 14yr old girl,Rape
80.615696,7.353901,Ambatenna,,2021-01-09,,2021-01-18,,"Breaking trust and misusing 645,047",Fraud
80.564739,7.335182,Hedeniya,8th mile post Werallagama,2021-01-17,18:00,2021-01-18,6:00,"Stealing a motorbike worth 250,000",Theft
80.622308,7.341378,Kakunawaththa,,2021-01-18,19:00,,,Abducting a 13-year-old girl,Abduction
80.646653,7.325929,Polgolla,Doragamuwa road,2021-01-20,23:15,2021-01-21,4:00,"Beating up and stealing a motorbike worth 130,000 and a mobile phone worth 30,000",Robbery
80.564739,7.335182,Aladeniya,,2021-01-18,16:00,2021-01-24,15:30,"Breaking into a house and stealing property worth 9,400",Burglary
80.615696,7.353901,Ambatenna,Sandakalum Wine stores,2021-01-23,14:00,,,Beating up and wounding a person,Assault
80.600787,7.303278,Kurundugahamada,,2021-01-25,21:30, 2021-01-26,8:00,"Stealing industrial equipment worth 80,000",Theft
80.628854,7.328358,Kahalla,,2021-01-22,17:00,,,Trespassing onto land and cutting with a knife,Assault
80.602024,7.324071,Wathuwala,Kurunegala Road,2021-01-26,19:00,,,"Pickpocketing and stealing 5,000 and an ATM card, then purchasing items worth 73,470",Theft
80.615696,7.353901,Ambatenna,Near Thushara Bar,2021-01-24,18:00,,,"Taking 4,350 by force",Robbery
80.585494,7.328943,Nugawela,Randahadiya Road,2021-01-30,22:30,2021-01-31,6:30,"Breaking into a house and stealing property worth 23,000",Burglary
80.60994,7.334379,Ranawana,,2021-01-30,20:45,,,Cutting with a paper cutter,Assault
80.615696,7.353901,Kudugala,,2021-02-03,8:15,,,"Stealing a bike worth 345,000 by asking for a test ride",Theft
80.638029,7.34366,Udathalawinna,,2021-02-04,13:00,2021-02-04,16:30,Breaking into a house and stealing property,Burglary
80.602024,7.324071,Kulugammana,,2021-02-03,19:20,,,"Impersonating police officers and taking 492,000 by force",Fraud
80.636703,7.322436,Mawilmada,Siyambalagasthenna road,2021-02-07,15:45,2021-02-07,18:15,"Stealing property worth 75,000 by entering a house",Burglary
80.578864,7.319055,Werallagama,Arambegoda,2021-02-11,11:00,2021-02-11,13:15,"Breaking into a house and stealing 3,000 out of a till",Burglary
80.564739,7.335182,Aladeniya,Muruthalawa Road,2021-02-11,15:30,,,Keeping heroin 5g 450mg,Drug
80.62368,7.321494,Katugastota,Inigala Road,2021-02-13,19:15,2021-02-14,7:15,"Stealing a motorbike worth 80,000",Theft
80.636703,7.322436,Mawilmada,Dutugamunu Road,2021-02-15,6:25,,,"Ripping out a gold necklace worth 49,000 LKR",Robbery
80.600787,7.303278,Halloluwa,Barigama Road,2021-02-15,14:30,,,Beating up and setting fire to a house,Arson
80.633779,7.315139,Katugastota,Near Arpico Super Center,2021-02-15,19:00,2021-02-16,8:00,"Stealing 50,000 from a wooden box that was kept open",Theft
80.578864,7.319055,Kurunduwaththa,,2021-02-12,15:15,,,"Beating up, stealing 520.00 and a phone worth 41,000",Robbery
80.619722,7.314906,Ugurassapitiya,,2021-02-18,17:00,,,"Stealing a mobile phone worth 20,000 and a wallet worth 20,000 from a lorry",Theft
80.622308,7.341378,Kakunawaththa,,2021-02-17,22:30,,,Breaking into a house,Burglary
80.619722,7.314906,Gohagoda,Thekkawaththa,2021-02-11,,2021-02-20,,"Stealing industrial equipment worth 225,000",Theft
80.619722,7.314906,Gohagoda,Thekkawaththa,2021-02-20,20:05,,,"Keeping heroin 2,020mg",Drug
80.62368,7.321494,Katugastota,Polwaththa ,2021-02-20,23:30,,,"""Murder by assault with a club and stabbing with a scythe",Murder
80.609581,7.296542,Pallemulla,,2021-02-22,0:43,,,"Ripping out a gold necklace worth 180,000 LKR",Robbery
80.628854,7.328358,Kahalla,Kukulakumubura,2021-02-25,20:45,,,Keeping heroin 2g 60m,Drug
80.638029,7.34366,Udathalawinna,,2021-02-25,20:15,,,Keeping heroin 2g 20mg,Drug
80.638029,7.34366,Udathalawinna,,2021-02-26,12:10,,,Keeping heroin 2020mg,Drug
80.62368,7.321494,Katugastota,Gohagoda Road,2020-08-01,,2021-02-26,12:30,Breaking into a house and stealing property,Burglary
80.628027,7.320642,Katugastota,Kudarathwaththa Road,2021-02-23,7:30,,,"Trespassing to a building and damaging property worth 68,000",Vandalism
80.600787,7.303278,Halloluwa,Janaraja Road,2020-11-30,14:30,2021-02-28,10:00,"Breaking into a house and stealing 39,490",Burglary
80.640351,7.331616,Jambugahapitiya,Moonamale ,2021-02-28,18:00,2021-03-01,6:00,"Stealing tamarind worth 40,000",Theft
80.600787,7.303278,Halloluwa,Gal Wanguwa,2021-03-01,18:30,2021-03-02,7:00,"Breaking into a house and stealing property worth 15,900",Burglary
80.62368,7.321494,Katugastota,Gohagoda Road,2021-03-01,19:30,2021-03-02,18:30,Breaking into a house,Burglary
80.585494,7.328943,Thiththapajjala,,2021-03-04,15:30,,,Stealing an unregistered motorbike,Theft
80.622308,7.341378,Ambatenna,Near Mag City,2021-03-05,13:55,,,Keeping heroin 4g 220mg,Drug
80.628854,7.328358,Kahalla,Kukulakumubura,2021-03-05,16:15,,,Keeping heroin 2g 320mg,Drug
80.578864,7.319055,Werallagama,Ulladupitiya,2021-01-11,10:30,,,Cutting with a knife,Assault
80.615696,7.353901,Ambatenna,Near Lucky glass house,2021-01-14,17:00,,,"Stealing a mobile phone worth 250,000 from a lorry",Theft
80.622308,7.341378,Katugastota,Molagodayawaththa,2021-03-15,6:30,2021-03-15,12:15,"Breaking into a house and stealing property worth 26,000",Burglary
80.638029,7.34366,Egodagama,Near Egodagama school,2021-03-19,10:15,,,Keeping heroin 2005mg,Drug
80.60994,7.334379,Ranawana,Old Distric Office,2021-03-21,3:00,,,Keeping heroin 2400mg,Drug
80.646653,7.325929,Polgolla,Uyanwaththa junction,2021-03-19,18:30,2021-03-19,20:30,Wounding by bonking with a club,Assault
80.615696,7.353901,Ambatenna,,2021-03-22,17:15,,,Keeping heroin 2600mg,Drug
80.61142,7.321026,Kondadeniya,,2021-03-22,21:30,,,Wounding by bonking with a metal spike and cutting with a knife,Assault
80.578864,7.319055,Werallagama,Arambepola,2021-03-23,22:00,,,Splashing battery acid to the face and damaging an eye,Assault
80.632454,7.329192,Nawayalathenna,Arrack Distilleries ( DCSL STORE),2021-03-24,15:15,,,Ripping out a part of a gold necklace,Robbery
80.585494,7.328943,Nugawela,,2021-03-25,15:20,,,Beating up and stabbing with scissors,Assault
80.622308,7.341378,Kalugalawaththa,,2021-03-01,12:00,,,Raping a 31yr old Mentally challenged woman,Rape
80.578864,7.319055,Yahalathenna,,2021-03-28,,,,"Breaking trust and misusing 876,165.12 for milk powder",Fraud
80.600787,7.303278,Halloluwa,Warathenna,2021-03-30,10:00,,,"Entering a house and stealing 40,000",Burglary
80.617118,7.323072,Yatiwawala,,2021-03-31,1:30,,,"Breaking into a house and stealing property worth 30,000 by threatening with a knife",Burglary
80.628854,7.328358,Kahalla,,2020-12-01,,2021-03-30,14:00,"Breaking into a house and stealing property worth 31,000",Burglary
80.615696,7.353901,Ambatenna,,2020-09-21,10:00,,,Abducting and raping a 15yr old girl,Rape
80.602024,7.324071,Wathuwala,,2021-04-01,14:00,,,"Keeping heroin 2,200 mg",Drug
80.585494,7.328943,Nugawela,Nugawela Central College,2021-04-01,11:30,,,Keeping heroin 201 g and delivering on a motorcycle,Drug
80.61142,7.321026,Senarathgama,,2021-04-02,3:30,,,"Breaking into a house and stealing an imitation necklace worth 7,000",Burglary
80.624283,7.323781,Katugastota,Manikkumbura Market,2021-04-04,20:30,,,Beating up and breaking a tooth,Assault
80.625742,7.325952,Katugastota,Bank of ceylon,2021-04-05,10:35,,,"Taking 3,100 by force for driving a bus earlier than scheduled",Extortion
80.612965,7.304321,Gohagoda,,2021-04-05,17:30,2021-04-06,8:05,"Breaking into a house and stealing property worth 25,000",Burglary
80.612965,7.304321,Hamangoda,,2021-04-06,11:00,2021-04-06,15:30,"Breaking into a house and stealing property worth 15,000",Burglary
80.612965,7.304321,Hamangoda,,2021-04-07,9:35,,,Keeping heroin 29 g 830 mg,Drug
80.628027,7.320642,Katugastota,Hansiru pooja banda,2021-04-08,18:30,2021-04-09,7:35,"Breaking into a house and stealing property worth 487,500",Burglary
80.632454,7.329192,Nawayalathenna,Rail gate,2021-04-08,9:00,2021-04-08,11:00,"Breaking trust and misusing 1,080,000",Fraud
80.585494,7.328943,Thiththapajjala,Sha investments,2021-04-09,17:00,2021-04-10,8:00,Breaking into a house and stealing property,Burglary
80.578864,7.319055,Yahalathenna,Mahathenna,2021-04-15,21:15,,,Wounding by attacking with a sword and throwing a rock,Assault
80.578864,7.319055,Yahalathenna,Mahathenna waththa,2021-04-15,21:15,,,Beating with clubs and attacking with a sword,Assault
80.619722,7.314906,Pahalakondadeniya,,2021-04-17,19:30,,,Stabbing with a broken glass bottle,Assault
80.615696,7.353901,Ambatenna,,2021-04-18,16:30,,,"Keeping heroin 2,230 mg",Drug
80.62368,7.321494,Katugastota,Inigala Bridge,2021-04-20,0:30,,,"Stealing 12,600 out of a driver",Theft
80.62368,7.321494,Katugastota,Polwaththa ,2021-04-21,0:30,2021-04-21,5:30,"Entering a garage and stealing property worth 98,000",Burglary
80.585494,7.328943,Nugawela,,2021-04-20,22:30,2021-04-21,6:30,"Breaking into a house and stealing property worth 15,000",Burglary
80.600787,7.303278,Halloluwa,Doolwala,2021-04-20,6:15,2021-04-21,7:00,"Breaking into a house and stealing property worth 150,000",Burglary
80.625742,7.325952,Katugastota,Madawala Road,2021-04-21,22:15,2021-04-22,7:20,"Breaking into a shop and stealing property worth 333,090",Burglary
80.585494,7.328943,Thiththapajjala,,2021-04-21,21:00,,,Abducting and raping a 15yr old girl,Rape
80.600787,7.303278,Halloluwa,Bogahakanda,2021-04-22,19:00,2021-04-23,6:00,"""Breaking into a house and stealing property worth 31,370",Burglary
80.600787,7.303278,Halloluwa,"Infront of 236/1, narangaskumburua rd,",2021-04-22,20:00,,,"Beating up, smashing a phone, and stealing 18,700",Assault
80.585494,7.328943,Nugawela,,2021-04-23,21:30,2021-04-25,5:00,Breaking into a house,Burglary
80.625742,7.325952,Kalugala,Near Sri bodhimalu temple,2021-04-26,15:00,,,"Keeping heroin 2,100 mg",Drug
80.585494,7.328943,Nugawela,Randahadiya Road,2021-04-26,23:30,2021-04-27,3:35,"Breaking into a house and stealing 2,500 and a liquor bottle",Burglary
80.564739,7.335182,Aladeniya,,2020-08-02,,,,Abducting and raping a 14yr old girl,Rape
80.617118,7.323072,Yatiwawala,,2020-01-01,,2020-10-01,,"Breaking trust by promising immigration services to Japan and misusing 500,000",Fraud
80.632454,7.329192,Nawayalathenna,Balanagala road,2021-04-29,19:30,,,"Wounding by beating up with clubs and doing property damage worth 170,250",Assault
80.602024,7.324071,Wathuwala,,2021-04-30,9:30,2021-04-30,16:30,"Entering a house and stealing a TV worth 45,000",Burglary
80.625742,7.325952,Katugastota,Madawala Road,2021-05-02,17:03,,,"Keeping heroin 5,140 mg",Drug
80.640351,7.331616,Jambugahapitiya,Hapukotuwa,2021-05-04,19:00,,,Wounding by hitting with a club and damaging property,Assault
80.640351,7.331616,Jambugahapitiya,Moonamale,2021-05-04,22:30,2021-05-05,5:30,"Breaking into a house and stealing 15,000 and an Acer laptop",Burglary
80.600787,7.303278,Halloluwa,RDA office,2021-05-06,18:30,2021-05-07,7:30,"Stealing a battery worth 50,000 from a parked lorry",Theft
80.62368,7.321494,Katugastota,Gohagoda road,2021-04-10,,2021-05-04,,"Breaking trust regarding industrial equipment worth 311,600",Fraud
80.600787,7.303278,Halloluwa,Warathenna,2020-10-10,,2020-12-09,,"Breaking trust regarding ice cream worth 571,731",Fraud
80.625742,7.325952,Katugastota,Madawala Road,2021-05-08,18:30,2021-05-08,19:30,"Entering a house, beating up, and stealing 42,000 worth of property",Burglary
80.564739,7.335182,Aladeniya,,2021-05-07,18:30,2021-05-08,19:30,"Stealing property worth 31,100 from an industrial site",Theft
80.585494,7.328943,Thiththapajjala,,2021-05-09,21:15,2021-05-10,6:30,"Breaking into a house and stealing property worth 448,000",Burglary
80.578864,7.319055,Werallagama,Aradegama,2020-06-19,19:30,,,Drunkard father abusing a 7-year-old child,Assault
80.615696,7.353901,Ambatenna,Kudugala,2021-05-12,0:00,2021-05-12,10:15,"Breaking into a house and stealing property worth 45,000",Burglary
80.578864,7.319055,Yahalathenna,,2021-05-13,19:30,,,Abducting and raping a 15yr old girl,Rape
80.62368,7.321494,Katugastota,Near Rahula College,2021-05-16,12:10,,,"Keeping heroin 2,020 mg",Drug
80.62368,7.321494,Katugastota,Near Rahula College,2021-05-16,12:11,,,"Keeping heroin 2,015 mg",Drug
80.624283,7.323781,Katugastota,Manikkumbura Market,2021-05-13,19:00,2021-05-16,12:45,"Breaking into a house and stealing property worth 10,200",Burglary
80.578864,7.319055,Werallagama,Ulladupitiya,2021-05-09,16:00,2021-05-18,13:30,"Breaking into a house and stealing property worth 320,000",Burglary
80.600787,7.303278,Halloluwa,Doolwala,2021-05-18,3:15,,,"Breaking into a house and stealing property worth 10,000",Burglary
80.564739,7.335182,Aladeniya,Muruthalawa junction,2021-05-19,20:40,,,"Keeping heroin 2,120 mg",Drug
80.585494,7.328943,Nugawela,,2021-05-20,17:25,,,"Ripping out a gold necklace worth 35,000 LKR and fleeing on a motorbike",Robbery
80.600787,7.303278,Halloluwa,Jayanthi Road,2021-05-20,17:45,,,"Ripping out a gold necklace worth 41,000 LKR and fleeing on a motorbike",Robbery
80.622308,7.341378,Kalugalawaththa,Muruthalawa Road,2021-05-20,20:15,2021-05-21,15:45,Breaking into a house and stealing property,Burglary
80.600787,7.303278,Halloluwa,Dodamwala Bridge,2021-05-20,16:45,,,"Ripping out a gold necklace worth 40,000 LKR and fleeing on a motorbike",Robbery
80.60994,7.334379,Uduwawala,,2021-05-27,19:00,2021-05-28,8:00,"Breaking into a house and stealing property worth 18,000",Burglary
80.622308,7.341378,Kalugalawaththa,,2021-05-25,8:00,2021-05-30,17:00,"Breaking into a house and stealing property worth 70,000",Burglary
80.585494,7.328943,Nugawela,Alankulama spices,2021-06-01,19:00,2021-06-02,17:00,"Breaking into a house and stealing property worth 10,500",Burglary
80.624283,7.323781,Katugastota,,2021-06-02,12:15,,,"Keeping heroin 4,218 mg",Drug
80.619722,7.314906,Ugurassapitiya,,2021-05-15,,2021-06-02,18:30,"Breaking into a house and stealing property worth 24,000",Burglary
80.585494,7.328943,Thiththapajjala,Lago stores,2021-06-03,20:24,2021-06-04,6:30,"Breaking into a house and stealing 5,000 and dry food worth 31,875",Burglary
80.638029,7.34366,Udathalawinna,,2021-06-03,23:30,2021-06-04,6:30,"Breaking into a house and stealing property worth 47,500",Burglary
80.628854,7.328358,Kahalla,,2021-06-05,21:10,,,"Keeping heroin 2,450 mg",Drug
80.640351,7.331616,Jambugahapitiya,Mandandawela,2021-06-05,16:30,,,Attacking with a club,Assault
80.624283,7.323781,Katugastota,,2021-06-04,17:30,2021-06-05,17:30,"Breaking into a house and stealing dry food worth 14,565",Burglary
80.60994,7.334379,Ranawana,,2021-06-01,10:30,2021-06-06,9:00,"Breaking into a house and stealing property worth 34,000",Burglary
80.638029,7.34366,Udathalawinna,Rathnajothi college,2021-05-20,14:30,2021-06-07,8:30,"Breaking into a house and stealing property worth 4,000",Burglary
80.640351,7.331616,Jambugahapitiya,Mandandawela,2021-05-06,12:15,,,Cutting with a knife,Assault
80.600787,7.303278,Halloluwa,Doolwala,2021-06-09,2:00,,,Breaking into a house,Burglary
80.61142,7.321026,Senarathgama,,2020-01-02,,,,"Breaking trust with a fake check worth 560,000",Fraud
80.622308,7.341378,Kalugalawaththa,,2021-06-10,16:15,,,"Keeping heroin 4,370 mg",Drug
80.615696,7.353901,Ambatenna,,2021-05-13,18:05,2021-06-10,21:00,"Breaking into a house and stealing property worth 45,000",Burglary
80.60994,7.334379,Ranawana,,2021-05-05,11:00,2021-06-11,7:30,"Breaking into a house and stealing property worth 19,400",Burglary
80.615696,7.353901,Bokalawela,,2021-06-12,14:35,,,"Keeping heroin 2,270 mg",Drug
80.632454,7.329192,Nawayalathenna,Station Road Motor Cool Service,2021-06-12,12:30,,,Trespassing and stealing lubricant oil,Theft
80.585494,7.328943,Thiththapajjala,Werallagama,2021-06-11,16:00,2021-06-13,9:30,"""Breaking into a house and stealing property worth 20,000",Burglary
80.578864,7.319055,Werallagama,Ruwanpura,2021-06-13,14:40,,,"Keeping heroin 4,475 mg",Drug
80.632454,7.329192,Nawayalathenna,"Station Road, thuththiriya",2021-06-02,,2021-06-08,,Breaking into a house and stealing property,Burglary
80.636703,7.322436,Mawilmada,Bomaluwa Road,2021-06-14,23:30,,,Cutting husband with a knife by wife,Assault
80.622308,7.341378,Ambatenna,Near Mag City,2021-06-16,17:35,,,"Keeping heroin 2,100 mg",Drug
80.622308,7.341378,Megodagama,,2021-05-30,,2021-06-06,,"Breaking into a house and stealing property worth 221,000",Burglary
80.612965,7.304321,Hamangoda,Nugegoda Walawwa,2021-06-18,17:45,,,"Keeping heroin 4,320 mg",Drug
80.564739,7.335182,Hedeniya,Near Fuel Station,2021-06-18,20:45,,,"Keeping heroin 4,350 mg",Drug
80.625742,7.325952,Katugastota,Bank of ceylon,2021-06-18,20:50,,,"Keeping heroin 2,100 mg",Drug
80.622308,7.341378,Ambatenna,Near Mag City,2021-06-19,11:00,,,Keeping heroin 2 g 700 mg,Drug
80.62368,7.321494,Katugastota,Inigala ,2021-06-10,,2021-06-19,,Breaking into a house and stealing property,Burglary
80.628027,7.320642,Wattaranthenna,,2021-06-20,12:00,2021-06-21,9:00,Breaking into a house and stealing dry food,Burglary
80.578864,7.319055,Werallagama,Barigama,2021-06-21,19:00,,,Cutting with a knife,Assault
80.617118,7.323072,Yatiwawala,Atamurungagoda Road,2021-06-21,22:00,,,Cutting with a sword,Assault
80.578864,7.319055,Werallagama,Ulladupitiya Rock,2021-06-24,16:45,,,"Keeping heroin 2,200 mg",Drug
80.633779,7.315139,Nittawela,,2021-06-27,16:50,,,Grabbing a handbag with property worth 25K,Theft
80.619722,7.314906,Gohagoda,1st mile post,2021-06-30,12:30,,,"Keeping heroin 2,100 mg",Drug
80.600787,7.303278,Yatihalagala,Mahathenna,2021-06-26,10:00,2021-06-30,15:15,"Breaking into a house and stealing property worth 48,000",Burglary
80.628854,7.328358,Kahalla,Kukulakumbura,2021-07-03,16:15,,,Keeping heroin 2 g 400 mg,Drug
80.628854,7.328358,Kahalla,Kukulakumbura,2021-07-03,22:00,,,Keeping heroin 2 g 200 mg,Drug
80.633779,7.315139,Katugastota,Narangoda settlement,2021-07-03,16:00,,,Stabbing with a broken glass bottle,Assault
80.646653,7.325929,Polgolla,Uyanwaththa,2021-07-05,0:00,,,Breaking into a house and attempting to murder by pressing a pillow against the face and strangling,AttemptedMurder
80.633779,7.315139,Katugastota,Kandy Road,2021-06-17,8:30,2021-06-17,15:30,"Breaking into a house and stealing documents (marriage certificate, husband's death certificate)",Burglary
80.600787,7.303278,Yatihalagala,Ulladupitiya ,2021-07-08,16:20,,,Keeping heroin 4 g 750 mg,Drug
80.619722,7.314906,Gohagoda,1st mile post,2021-07-11,21:40,,,Cutting with a knife and damaging a Prius,Vandalism
80.628027,7.320642,Katugastota,Siyambalagasthenna,2021-06-13,16:00,2021-07-11,,"Breaking into a house and stealing property worth 6,550",Burglary
80.612965,7.304321,Gohagoda,,2021-07-14,17:30,2021-07-15,8:15,"Breaking into a house and stealing property worth 34,000",Burglary
80.615696,7.353901,Ambatenna,Sanjeewa Motors,2021-07-15,11:00,,,"Breaking into a house and stealing property worth 46,000",Burglary
80.60994,7.334379,Uduwawala,,2021-07-16,7:40,,,Pickpocketing and stealing 93K,Theft
80.578864,7.319055,Werallagama,,2021-07-17,7:35,,,"Keeping heroin 4,020 mg",Drug
80.624283,7.323781,Katugastota,,2021-07-17,19:50,,,"Keeping heroin 2,200 mg",Drug
80.60994,7.334379,Akkara 5,,2021-07-18,8:10,,,"Keeping heroin 5,200 mg",Drug
80.564739,7.335182,Hedeniya,Werallagama,2021-07-18,16:00,,,Beating up and stabbing with a broken glass bottle,Assault
80.61142,7.321026,Senarathgama,,2021-07-22,14:45,,,"Keeping heroin 2,100 mg",Drug
80.61142,7.321026,Senarathgama,,2021-07-22,15:15,,,"Keeping heroin 2,100 mg",Drug
80.625742,7.325952,Katugastota,Madawala Road,2021-07-23,17:15,,,Burning down father's house,Arson
80.61142,7.321026,Senarathgama,,2021-07-13,15:00,2021-07-23,15:00,"Breaking into a house and stealing property worth 6,000",Burglary
80.600787,7.303278,Yatihalagala,Ulladupitiya ,2021-07-24,19:30,,,"Keeping heroin 2,100 mg and ice 28,015 mg",Drug
80.564739,7.335182,Aladeniya,Fuel Station,2021-07-25,14:00,,,"Keeping heroin 2,400 mg",Drug
80.602024,7.324071,Kulugammana,Malgammana,2021-07-23,15:30,,,Keeping heroin 6 g 400 mg,Drug
80.628027,7.320642,Wattaranthenna,,2021-07-28,20:00,2021-07-29,7:00,"Breaking into a house and stealing property worth 98,000",Burglary
80.622308,7.341378,Kalugalawaththa,,2021-07-29,19:45,,,"Keeping heroin 2,210 mg",Drug
80.636703,7.322436,Mawilmada,Nagaha ella,2021-07-30,20:00,2021-07-29,7:00,"Breaking into a house and stealing property worth 44,500",Burglary
80.624283,7.323781,Katugastota,,2021-07-31,14:25,,,"Keeping heroin 3,250 mg",Drug
80.628854,7.328358,Kahalla,,2021-07-31,22:45,,,"Keeping heroin 4,910 mg",Drug
80.602024,7.324071,Kulugammana,,2021-07-30,21:45,,,Attempted murder by stabbing multiple times with a spike,AttemptedMurder
80.58613,7.267,Polgasdeniya,,2021-08-01,22:00,2021-08-02,8:00,"Breaking into a house and stealing property worth 41,000",Burglary
80.632454,7.329192,Nawayalathenna,Ground,2021-08-02,13:45,,,"Keeping heroin 2,150 mg",Drug
80.578864,7.319055,Werallagama,Wigunumpola,2021-08-02,18:30,,,"Breaking into a house and stealing property worth 33,000",Burglary
80.625742,7.325952,Katugastota,Madawala Road,2021-08-04,18:00,2021-08-05,8:00,"Breaking into a shop and stealing property worth 46,000",Burglary
80.61142,7.321026,Senarathgama,,2021-08-07,15:20,,,Breaking into a house,Burglary
80.60994,7.334379,Ranawana,,2020-03-04,10:00,,,Assaulti to the head with a hammer and causing critical wounds,Assault
80.619722,7.314906,Ugurassapitiya,,2021-08-09,12:00,,,"Keeping heroin 2,150 mg",Drug
80.619722,7.314906,Gohagoda,Thekkawaththa,2021-08-13,15:00,,,"Stealing 52,750 from a parked three-wheeler",Theft
80.615696,7.353901,Ambatenna,,2021-08-14,20:00,2021-08-15,7:15,"Breaking into a house and stealing property worth 40,000",Burglary
80.62368,7.321494,Katugastota,Polwaththa,2021-08-16,20:00,2021-08-17,6:30,"Breaking into a house and stealing property worth 49,000",Burglary
80.622308,7.341378,Megodagama,,2020-10-18,18:30,,,Critical wounding with a club,Assault
80.622308,7.341378,Megodagama,,2021-08-30,20:55,,,"Keeping heroin 5,600 mg",Drug
80.615696,7.353901,Ambatenna,Kudugala,2020-05-01,,2021-08-30,,"Breaking into a house and stealing property worth 2,986,000",Burglary
80.609581,7.296542,Pallemulla,,2021-09-01,17:45,,,"Keeping heroin 2,350 mg",Drug
80.602024,7.324071,Kulugammana,Jambukotuwa,2021-08-21,21:00,2021-09-02,9:00,"Trespassing onto land and stealing property worth 33,000",Theft
80.617118,7.323072,Yatiwawala,,2021-09-04,9:00,,,Cutting with a knife,Assault
80.600787,7.303278,Halloluwa,Warathenna,2021-09-03,17:30,2021-09-05,7:45,"Breaking into a house and stealing property worth 341,000""",Burglary
80.628027,7.320642,Katugastota,Bridge,2021-09-07,16:00,,,"Keeping heroin 2,400 mg",Drug
80.60994,7.334379,Ranawana,Rambukpota road,2021-09-05,21:00,2021-09-07,16:10,Breaking into a house and stealing a TV,Burglary
80.60994,7.334379,Ranawana,Near Janaraja School,2021-09-08,12:25,,,Keeping heroin 2 g 260 mg,Drug
80.600787,7.303278,Halloluwa,Pallegama,2021-09-09,11:00,,,"Ripping out a gold necklace worth 47,000 LKR from a 2-year-old child during a funeral",Theft
80.600787,7.303278,Halloluwa,Pallegama,2021-09-14,15:10,,,"Keeping heroin 2,590 mg",Drug
80.622308,7.341378,Megodagama,,2021-09-15,16:40,,,"Keeping heroin 2,700 mg",Drug
80.624283,7.323781,Katugastota,,2021-09-15,18:30,,,"Keeping heroin 2,900 mg",Drug
80.578864,7.319055,Werallagama,,2021-09-15,19:30,,,"Keeping heroin 2,300 mg",Drug
80.622308,7.341378,Megodagama,,2021-09-15,21:45,,,"Keeping heroin 2,100 mg",Drug
80.622308,7.341378,Megodagama,,2021-09-17,14:00,,,"Keeping heroin 2,150 mg",Drug
80.622308,7.341378,Megodagama,,2021-09-18,21:45,,,"Keeping heroin 2,100 mg",Drug
80.615696,7.353901,Ambatenna,Bogaskotuwa,2021-09-19,8:00,2021-09-20,8:00,Beating up husband and setting fire to the house,Assault
80.60994,7.334379,Ranawana,Near Bodimaluwa,2021-09-20,13:00,,,"Keeping heroin 2,100 mg",Drug
80.628027,7.320642,Katugastota,Bridge,2021-09-20,13:45,,,"Keeping heroin 2,150 mg",Drug
80.628027,7.320642,Katugastota,Bridge,2021-09-20,14:00,,,"Keeping heroin 2,200 mg",Drug
80.578864,7.319055,Werallagama,Barigama,2021-09-21,15:00,,,"Keeping heroin 2,400 mg",Drug
80.564739,7.335182,Hedeniya,,2021-09-22,16:45,,,Ripping out a gold necklace worth 53 LKR and fleeing on a motorcycle,Theft
80.612965,7.304321,Gohagoda,,2021-09-23,9:30,2021-09-23,11:00,Assault to the head with a rock and cutting with a knife,Assault
80.60994,7.334379,Ranawana,Near Janaraja School,2021-09-24,18:30,,,"Keeping heroin 2,220 mg",Drug
80.60994,7.334379,Ranawana,Near Janaraja School,2021-09-24,19:05,,,"Keeping heroin 2,250 mg",Drug
80.638029,7.34366,Pallethalawinna,,2021-09-02,,2021-09-19,,"Breaking into a house and stealing a TV worth 47,000",Burglary
80.628027,7.320642,Katugastota,Kandy Road,2021-09-27,19:00,2021-09-28,5:15,"Breaking into a house and stealing property worth 35,110",Burglary
80.622308,7.341378,Megodagama,,2021-09-30,18:30,,,"Keeping heroin 2,410 mg",Drug
80.622308,7.341378,Megodagama,,2021-09-30,19:00,,,"Keeping heroin 2,800 mg",Drug
80.633779,7.315139,Pitakanda,Near Nittawela,2021-10-02,12:00,,,Abducting a 15-year-old girl,Abduction
80.636703,7.322436,Mawilmada,Aluthganthota Road,2021-10-04,3:10,,,Cutting with a knife,Assault
80.585494,7.328943,Nugawela,Uyanwaththa,2021-10-04,17:30,,,Cutting with a scythe,Assault
80.628854,7.328358,Kahalla,,2021-10-06,4:40,,,"Keeping heroin 2,670 mg",Drug
80.625742,7.325952,Katugastota,Hospital,2021-10-05,11:00,,,Stealing 200K worth of gold and 20K from a three-wheeler driver by administering a drug,Theft
80.585467,7.345114,Ulladupitiya,,2021-10-07,14:00,,,Keeping heroin 2100mg,Drug
80.638029,7.34366,Pallethalawinna,,2021-10-08,8:30,,,Keeping ganja 6kg 100g,Drug
